StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
85135B,18,47,BLUE DRAGONFLY HELICOPTER,Others,2.611111111111111
85135C,23,78,RED DRAGONFLY HELICOPTER,Others,3.391304347826087
85136A,22,51,YELLOW SHARK HELICOPTER,Others,2.3181818181818183
85136B,2,2,BLUE SHARK HELICOPTER,Others,1.0
85136C,11,35,RED SHARK HELICOPTER,Others,3.1818181818181817
85141,16,123,JARDIN ETCHED GLASS FRUITBOWL,Kitchenware,7.6875
85144,15,222,JARDIN ETCHED GLASS CHEESE DISH,Others,14.8
85145,6,38,JARDIN ETCHED GLASS LARGE BELL JAR,Others,6.333333333333333
85146,5,43,JARDIN ETCHED GLASS SMALL BELL JAR,Others,8.6
85150,37,3899,LADIES & GENTLEMEN METAL SIGN,Others,105.37837837837837
85152,47,8164,HAND OVER THE CHOCOLATE   SIGN,Others,173.70212765957447
85159A,26,451,"BLACK TEA,COFFEE,SUGAR JARS",Kitchenware,17.346153846153847
85159B,37,622,"WHITE TEA,COFFEE,SUGAR JARS",Kitchenware,16.81081081081081
85160B,11,105,BLACK BIRD GARDEN DESIGN MUG,Kitchenware,9.545454545454545
85161,7,12,ACRYLIC GEOMETRIC LAMP,Others,1.7142857142857142
85163A,15,45,WHITE BAROQUE WALL CLOCK,Others,3.0
85163B,11,44,BLACK BAROQUE WALL CLOCK,Others,4.0
85167B,5,48,BLACK GRAND BAROQUE PHOTO FRAME,Others,9.6
85168B,7,17,BLACK BAROQUE CARRIAGE CLOCK,Others,2.4285714285714284
85169A,31,502,IVORY LOVE BIRD CANDLE,Others,16.193548387096776
85169B,18,201,BLACK LOVE BIRD CANDLE,Others,11.166666666666666
85169C,19,336,EAU DE NIL LOVE BIRD CANDLE,Others,17.68421052631579
85169D,18,232,PINK LOVE BIRD CANDLE,Others,12.88888888888889
85170A,1,1,SET/6 IVORY BIRD T-LIGHT CANDLES,Others,1.0
85170B,18,179,SET/6 BLACK BIRD T-LIGHT CANDLES,Others,9.944444444444445
85170C,24,252,SET/6 EAU DE NIL BIRD T-LIGHTS,Others,10.5
85170D,37,355,SET/6 PINK BIRD T-LIGHT CANDLES,Others,9.594594594594595
85172,26,1328,HYACINTH BULB T-LIGHT CANDLES,Others,51.07692307692308
85173,28,434,SET/6 FROG PRINCE T-LIGHT CANDLES,Others,15.5
85174,36,497,S/4 CACTI CANDLES,Others,13.805555555555555
85175,44,5217,CACTI T-LIGHT CANDLES,Others,118.56818181818181
85176,38,626,SEWING SUSAN 21 NEEDLE SET,Others,16.473684210526315
85177,25,775,BASKET OF FLOWERS SEWING KIT,Others,31.0
85178,40,2371,VICTORIAN SEWING KIT,Others,59.275
85179A,10,119,GREEN BITTY LIGHT CHAIN,Others,11.9
85179C,5,69,PINK BITTY LIGHT CHAIN,Others,13.8
85180A,17,434,RED HEARTS LIGHT CHAIN,Others,25.529411764705884
85180B,15,196,PINK HEARTS LIGHT CHAIN,Others,13.066666666666666
85183A,32,657,CHARLIE & LOLA WASTEPAPER BIN BLUE,Stationery,20.53125
85183B,37,977,CHARLIE & LOLA WASTEPAPER BIN FLORA,Stationery,26.405405405405407
85184C,40,1523,S/4 VALENTINE DECOUPAGE HEART BOX,Seasonal,38.075
85185B,38,291,PINK HORSE SOCK PUPPET,Others,7.657894736842105
85185D,7,15,FROG SOCK PUPPET,Others,2.142857142857143
85186A,12,525,EASTER BUNNY GARLAND OF FLOWERS,Seasonal,43.75
85186C,14,413,BUNNY EGG GARLAND,Others,29.5
85187,22,324,S/12 MINI RABBIT EASTER,Seasonal,14.727272727272727
85188A,11,302,GREEN METAL SWINGING BUNNY,Others,27.454545454545453
85188B,5,75,PINK METAL SWINGING BUNNY,Others,15.0
85189,3,9,HANGING BUTTERFLY  EGG,Others,3.0
85194L,17,901,HANGING SPRING FLOWER EGG LARGE,Others,53.0
85194S,29,1163,HANGING SPRING FLOWER EGG SMALL,Others,40.10344827586207
85195,3,11,HANGING HEART BASKET,Others,3.6666666666666665
85197,10,33,SET OF 12 MINI BUNNIES IN A BUCKET,Others,3.3
85198,6,86,ASSORTED FARMYARD ANIMALS IN BUCKET,Others,14.333333333333334
85199L,38,925,LARGE HANGING IVORY & RED WOOD BIRD,Others,24.342105263157894
85199S,46,2234,SMALL HANGING IVORY/RED WOOD BIRD,Others,48.56521739130435
85200,14,183,BUNNY EGG BOX,Others,13.071428571428571
85202,21,300,HANGING WOOD AND FELT HEART,Others,14.285714285714286
85203,26,570,HANGING WOOD AND FELT BUTTERFLY,Others,21.923076923076923
85204,25,1876,HANGING WOOD AND FELT FLOWER,Others,75.04
85205B,12,116,PINK FELT EASTER RABBIT GARLAND,Seasonal,9.666666666666666
85206A,13,916,CREAM FELT EASTER EGG BASKET,Seasonal,70.46153846153847
85206B,2,14,PINK FELT EASTER EGG BASKET,Seasonal,7.0
85208,19,161,SET/12 FUNKY FELT FLOWER PEG IN BAG,Others,8.473684210526315
85211,14,142,S/4 GROOVY CAT MAGNETS,Others,10.142857142857142
85212,38,2452,MINI PAINTED GARDEN DECORATION,Others,64.52631578947368
85213,15,821,MINI  ZINC GARDEN DECORATIONS,Others,54.733333333333334
85214,24,103,TUB 24 PINK FLOWER PEGS,Others,4.291666666666667
85215,7,163,ASSORTED CHEESE FRIDGE MAGNETS,Others,23.285714285714285
85216,7,55,ASSORTED CAKES FRIDGE MAGNETS,Others,7.857142857142857
85224,1,3,ASSORTED COLOUR SILK GLASSES CASE,Others,3.0
85225,2,6,BLING KEY RING STAND,Others,3.0
85227,44,1322,SET OF 6 3D KIT CARDS FOR KIDS,Others,30.045454545454547
85230A,16,840,OPIUM SCENTED VOTIVE CANDLE,Others,52.5
85230B,26,1264,CINNAMON SCENTED VOTIVE CANDLE,Others,48.61538461538461
85230E,21,1101,STRAWBRY SCENTED VOTIVE CANDLE,Others,52.42857142857143
85230F,11,338,JASMINE VOTIVE CANDLE,Others,30.727272727272727
85230G,21,1032,ORANGE VOTIVE CANDLE,Others,49.142857142857146
85231B,37,798,CINAMMON SET OF 9 T-LIGHTS,Others,21.56756756756757
85231G,33,573,ORANGE SCENTED SET/9 T-LIGHTS,Others,17.363636363636363
85232A,14,74,SET/3 POLKADOT STACKING TINS,Others,5.285714285714286
85232B,5,268,SET OF 3 BABUSHKA STACKING TINS,Others,53.6
85232D,28,175,SET/3 DECOUPAGE STACKING TINS,Others,6.25
90000A,6,11,RASPBERRY ANT COPPER FLOWER NECKLAC,Others,1.8333333333333333
90000B,2,3,MIDNIGHT BLUE COPPER FLOWER NECKLAC,Others,1.5
90000D,4,6,COPPER/OLIVE GREEN FLOWER NECKLACE,Others,1.5
90001A,1,2,ANTIQUE RASPBERRY FLOWER EARRINGS,Others,2.0
90001B,2,4,ANTIQUE MID BLUE FLOWER EARRINGS,Others,2.0
90001C,2,2,ANTIQUE OPAL WHITE FLOWER EARRINGS,Others,1.0
90001D,3,5,ANTIQUE OLIVE GREEN FLOWER EARRINGS,Others,1.6666666666666667
90002D,5,10,FLOWER BURST SILVER RING CRYSTAL,Others,2.0
90003B,3,6,ROSE COLOUR PAIR HEART HAIR SLIDES,Others,2.0
90003C,5,12,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,Others,2.4
90003D,7,18,CRYSTAL PAIR HEART HAIR SLIDES,Others,2.5714285714285716
90003E,2,8,GREEN PAIR HEART HAIR SLIDES,Others,4.0
90010A,5,7,MIDNIGHT BLUE GLASS/SILVER BRACELET,Others,1.4
90010B,3,7,BLACK/WHITE GLASS/SILVER BRACELET,Others,2.3333333333333335
90010E,7,10,AMBER GLASS/SILVER BRACELET,Others,1.4285714285714286
90011A,1,1,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,Others,1.0
90011B,2,7,BLACK CRYSTAL DROP EARRINGS,Others,3.5
90012A,2,8,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,Others,4.0
90012B,2,12,BLACK DROP CRYSTAL NECKLACE,Others,6.0
90013A,3,16,MIDNIGHT BLUE VINTAGE EARRINGS,Others,5.333333333333333
90013C,4,11,GREEN VINTAGE EARRINGS,Others,2.75
90014A,9,16,SILVER/MOP ORBIT NECKLACE,Others,1.7777777777777777
90014B,8,10,GOLD M PEARL  ORBIT NECKLACE,Others,1.25
90014C,3,4,SILVER/BLACK ORBIT NECKLACE,Others,1.3333333333333333
90016A,4,14,SILVER/M.O.P PENDANT ORBIT NECKLACE,Others,3.5
90016B,6,9,GOLD/M.O.P PENDANT ORBIT NECKLACE,Others,1.5
90018A,7,17,SILVER M.O.P ORBIT DROP EARRINGS,Others,2.4285714285714284
90018B,5,8,GOLD M.O.P ORBIT DROP EARRINGS,Others,1.6
90018C,3,6,SILVER BLACK ORBIT DROP EARRINGS,Others,2.0
90019A,9,18,SILVER M.O.P ORBIT BRACELET,Others,2.0
90019B,2,2,GOLD M.O.P ORBIT BRACELET,Others,1.0
90019C,3,4,SILVER BLACK ORBIT BRACELET,Others,1.3333333333333333
90021,1,1,LASER CUT MULTI STRAND NECKLACE,Others,1.0
90022,4,8,EDWARDIAN DROP EARRINGS JET BLACK,Others,2.0
90023,4,8,FILIGREE DIAMANTE EARRINGS,Others,2.0
90024B,2,4,NEW BAROQUE B'FLY NECKLACE RED,Others,2.0
90024C,1,2,NEW BAROQUE B'FLY NECKLACE GREEN,Others,2.0
90024D,1,1,NEW BAROQUE B'FLY NECKLACE PINK,Others,1.0
90024F,1,2,NEW BAROQUE B'FLY NECKLACE CRYSTAL,Others,2.0
90025A,2,2,BAROQUE BUTTERFLY EARRINGS BLACK,Others,1.0
90025F,1,1,BAROQUE BUTTERFLY EARRINGS CRYSTAL,Others,1.0
90026A,1,2,GLASS BEAD HOOP NECKLACE BLACK,Others,2.0
90026B,2,2,GLASS BEAD HOOP NECKLACE MONTANA,Others,1.0
90026C,2,3,GLASS BEAD HOOP NECKLACE GREEN,Others,1.5
90026D,3,3,GLASS BEAD HOOP NECKLACE AMETHYST,Others,1.0
90027A,1,4,GLASS BEAD HOOP EARRINGS BLACK,Others,4.0
90027D,1,4,GLASS BEAD HOOP EARRINGS AMETHYST,Others,4.0
90028,1,2,NEW BAROQUE LARGE NECKLACE BLK/WHIT,Others,2.0
90029,2,3,NEW BAROQUE SMALL NECKLACE BLACK,Others,1.5
90030A,5,72,SPOTTED WHITE NATURAL SEED NECKLACE,Others,14.4
90030B,11,112,RED KUKUI COCONUT SEED NECKLACE,Others,10.181818181818182
90030C,6,74,BROWN KUKUI COCONUT SEED NECKLACE,Others,12.333333333333334
90031,5,48,BILI NUT AND WOOD NECKLACE,Others,9.6
90032,6,19,IVORY SHELL HEART NECKLACE,Others,3.1666666666666665
90033,1,2,IVORY SHELL HEART EARRINGS,Others,2.0
90035A,2,4,"PEARL & SHELL 42""NECKL. GREEN",Others,2.0
90035C,1,2,"PEARL & SHELL 42""NECKL. IVORY",Others,2.0
90036A,3,6,FLOWER GARLAND NECKLACE RED,Others,2.0
90036B,2,4,"FLOWER GLASS GARLAND NECKL.36""GREEN",Others,2.0
90036C,2,6,"FLOWER GLASS GARLAND NECKL.36""BLUE",Others,3.0
90036D,4,11,"FLOWER GLASS GARLAND NECKL.36""BLACK",Others,2.75
90036E,5,7,"FLOWER GLASS GARLD NECKL36""AMETHYST",Others,1.4
90036F,1,4,"FLOWER GLASS GARLD NECKL36""TURQUOIS",Others,4.0
90037B,1,6,TINY CRYSTAL BRACELET GREEN,Others,6.0
90038A,1,6,GLASS AND PAINTED BEADS BRACELET TO,Others,6.0
90038B,1,6,GLASS AND PAINTED BEADS BRACELET OL,Others,6.0
90038C,1,6,GLASS AND BEADS BRACELET IVORY,Others,6.0
90039A,1,6,FIRE POLISHED GLASS BRACELET RED,Others,6.0
90039B,1,6,FIRE POLISHED GLASS BRACELET MONTAN,Others,6.0
90039C,1,1,FIRE POLISHED GLASS BRACELET BLACK,Others,1.0
90039D,2,14,FIRE POLISHED GLASS BRACELET GREEN,Others,7.0
90040A,2,6,MURANO STYLE GLASS BRACELET RED,Others,3.0
90040B,2,4,MURANO STYLE GLASS BRACELET BLACK,Others,2.0
90040C,3,7,MURANO STYLE GLASS BRACELET GOLD,Others,2.3333333333333335
90041,1,2,PEARL AND CHERRY QUARTZ BRACLET,Others,2.0
90042A,2,3,FRESHWATER PEARL BRACELET GOLD,Others,1.5
90043,2,4,COPPER AND BRASS BAG CHARM,Others,2.0
90046,1,3,WHITE WITH METAL BAG CHARM,Others,3.0
90048,1,3,GREEN WITH METAL BAG CHARM,Others,3.0
90049,3,5,IVORY GOLD METAL BAG CHARM,Others,1.6666666666666667
90050,2,6,CRACKED GLAZE NECKLACE IVORY,Others,3.0
90051,3,6,CRACKED GLAZE NECKLACE RED,Others,2.0
90054,1,1,CRACKED GLAZE EARRINGS RED,Others,1.0
90055,1,1,CRACKED GLAZE EARRINGS BROWN,Others,1.0
90057,12,1008,DIAMANTE RING ASSORTED IN BOX.,Others,84.0
90058A,5,324,CRYSTAL STUD EARRINGS CLEAR DISPLAY,Others,64.8
90058B,10,612,CRYSTAL STUD EARRINGS ASSORTED COL,Others,61.2
90059A,1,6,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,Others,6.0
90059B,3,9,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,Others,3.0
90059C,3,8,DIAMANTE HAIR GRIP PACK/2 MONTANA,Others,2.6666666666666665
90059D,1,6,DIAMANTE HAIR GRIP PACK/2 PERIDOT,Others,6.0
90059E,3,10,DIAMANTE HAIR GRIP PACK/2 RUBY,Others,3.3333333333333335
90059F,3,9,DIAMANTE HAIR GRIP PACK/2 LT ROSE,Others,3.0
90060B,1,1,FIRE POLISHED GLASS NECKL GOLD,Others,1.0
90060D,2,3,FIRE POLISHED GLASS NECKL BRONZE,Others,1.5
90062,6,20,CARNIVAL BRACELET,Others,3.3333333333333335
90063A,7,11,WHITE VINT ART DECO CRYSTAL NECKLAC,Others,1.5714285714285714
90063B,5,8,BLACK VINT ART DEC CRYSTAL NECKLACE,Others,1.6
90064A,3,7,WHITE VINTAGE CRYSTAL EARRINGS,Others,2.3333333333333335
90064B,6,11,BLACK VINTAGE  CRYSTAL EARRINGS,Others,1.8333333333333333
90065A,3,8,WHITE VINTAGE CRYSTAL BRACELET,Others,2.6666666666666665
90065B,1,1,BLACK VINT ART DEC CRYSTAL BRACELET,Others,1.0
90067A,3,10,PINK VINTAGE VICTORIAN EARRINGS,Others,3.3333333333333335
90069,1,2,RUBY GLASS CLUSTER NECKLACE,Others,2.0
90070,3,8,RUBY GLASS CLUSTER BRACELET,Others,2.6666666666666665
90071,1,1,RUBY GLASS CLUSTER EARRINGS,Others,1.0
90072,3,10,RUBY DROP CHANDELIER EARRINGS,Others,3.3333333333333335
90073,4,13,VINTAGE ENAMEL & CRYSTAL EARRINGS,Others,3.25
90074,1,2,BLACK DIAMOND CLUSTER NECKLACE,Others,2.0
90076,1,6,MONTANA DIAMOND CLUSTER EARRINGS,Others,6.0
90078,1,2,PINK/WHITE GLASS DEMI CHOKER,Others,2.0
90079,2,5,VINTAGE ENAMEL & CRYSTAL NECKLACE,Others,2.5
90081A,7,15,LILY BROOCH AMETHYST COLOUR,Others,2.142857142857143
90081C,5,11,LILY BROOCH OLIVE COLOUR,Others,2.2
90082A,8,21,DIAMANTE BOW BROOCH GREEN COLOUR,Others,2.625
90082B,8,27,DIAMANTE BOW BROOCH RED COLOUR,Others,3.375
90082D,3,8,DIAMANTE BOW BROOCH BLACK COLOUR,Others,2.6666666666666665
90083,4,19,CRYSTAL CZECH CROSS PHONE CHARM,Others,4.75
90084,1,1,PINK CRYSTAL GUITAR PHONE CHARM,Others,1.0
90085,2,24,CRYSTAL STILETTO PHONE CHARM,Others,12.0
90086,9,85,CRYSTAL FROG PHONE CHARM,Others,9.444444444444445
90087,7,90,CRYSTAL SEA HORSE PHONE CHARM,Others,12.857142857142858
90089,1,25,PINK CRYSTAL SKULL PHONE CHARM,Others,25.0
90093,5,47,CLEAR CRYSTAL STAR PHONE CHARM,Others,9.4
90094,8,13,NECKLACE+BRACELET SET FRUIT SALAD,Others,1.625
90096,3,8,NECKLACE+BRACELET SET BLUE BLOSSOM,Others,2.6666666666666665
90098,8,28,NECKLACE+BRACELET PINK BUTTERFLY,Others,3.5
90099,9,20,NECKLACE+BRACELET SET BLUE HIBISCUS,Others,2.2222222222222223
90100,1,1,NECKLACE+BRACELET SET PINK DAISY,Others,1.0
90101,4,15,WHITE FRANGIPANI NECKLACE,Others,3.75
90102,1,10,WHITE FRANGIPANI HAIR CLIP,Others,10.0
90103,2,8,PURPLE FRANGIPANI NECKLACE,Others,4.0
90104,1,1,PURPLE FRANGIPANI HAIRCLIP,Others,1.0
90108,6,64,BLUE BLOSSOM HAIR CLIP,Others,10.666666666666666
90114,7,66,SUMMER DAISIES BAG CHARM,Others,9.428571428571429
90116,3,16,FRUIT SALAD BAG CHARM,Others,5.333333333333333
90118,1,6,PINK DAISY BAG CHARM,Others,6.0
90119,13,60,METALIC LEAVES BAG CHARMS,Others,4.615384615384615
90120B,5,20,BLUE MURANO TWIST BRACELET,Others,4.0
90120C,7,31,GREEN MURANO TWIST BRACELET,Others,4.428571428571429
90120D,2,2,WHITE MURANO TWIST BRACELET,Others,1.0
90122A,3,8,PINK CRYSTAL+GLASS BRACELET,Others,2.6666666666666665
90122B,1,1,JADE CRYSTAL+GLASS BRACELET,Others,1.0
90122C,5,17,TURQUOISE CRYSTAL+GLASS BRACELET,Others,3.4
90123A,7,14,PINK HEART OF GLASS BRACELET,Others,2.0
90123B,4,8,TURQUOISE HEART OF GLASS BRACELET,Others,2.0
90123C,5,13,GREEN HEART OF GLASS BRACELET,Others,2.6
90123D,2,3,WHITE HEART OF GLASS BRACELET,Others,1.5
90124A,4,6,PINK MURANO TWIST NECKLACE,Others,1.5
90124B,3,4,BLUE MURANO TWIST NECKLACE,Others,1.3333333333333333
90124C,4,7,GREEN MURANO TWIST NECKLACE,Others,1.75
90125A,6,109,PINK BERTIE GLASS BEAD BAG CHARM,Others,18.166666666666668
90125B,3,19,AQUA BERTIE GLASS BEAD BAG CHARM,Others,6.333333333333333
90125C,3,73,TURQUOISE BERTIE GLASS BEAD CHARM,Others,24.333333333333332
90125D,4,74,PURPLE BERTIE GLASS BEAD BAG CHARM,Others,18.5
90125E,1,1,AMBER BERTIE GLASS BEAD BAG CHARM,Others,1.0
90128B,1,1,BLUE LEAVES AND BEADS PHONE CHARM,Others,1.0
90129A,2,7,PINK GLASS TASSLE BAG CHARM,Others,3.5
90129B,5,21,TURQUOISE GLASS TASSLE BAG CHARM,Others,4.2
90129C,6,17,GREEN GLASS TASSLE BAG CHARM,Others,2.8333333333333335
90129D,2,8,AMBER GLASS TASSLE BAG CHARM,Others,4.0
90129E,1,6,PURPLE GLASS TASSLE BAG CHARM,Others,6.0
90129F,5,16,RED GLASS TASSLE BAG CHARM,Others,3.2
90130A,1,1,WHITE STONE/CRYSTAL EARRINGS,Others,1.0
90130B,3,9,TURQ STONE/CRYSTAL EARRINGS,Others,3.0
90131,1,4,PINK/AMETHYST/GOLD NECKLACE,Others,4.0
90133,3,9,TEAL/FUSCHIA COL BEAD NECKLACE,Kitchenware,3.0
90135,1,6,ORANGE/WHT/FUSCHIA STONES NECKLACE,Others,6.0
90136,2,3,PALE PINK/AMETHYST STONE NECKLACE,Others,1.5
90138,1,4,WHITE/PINK MINI CRYSTALS NECKLACE,Others,4.0
90141A,2,4,GREEN PENDANT TRIPLE SHELL NECKLACE,Others,2.0
90141B,2,6,IVORY PENDANT TRIPLE SHELL NECKLACE,Others,3.0
90141C,2,4,TURQ PENDANT TRIPLE SHELL NECKLACE,Others,2.0
90141D,1,3,ROSE PENDANT TRIPLE SHELL NECKLACE,Others,3.0
90141E,1,3,ORANGE PENDANT TRIPLE SHELL NECKLAC,Others,3.0
90142D,3,9,MOP PENDANT SHELL NECKLACE,Others,3.0
90143,6,19,SILVER BRACELET W PASTEL FLOWER,Others,3.1666666666666665
90144,3,7,SILVER DROP EARRINGS WITH FLOWER,Others,2.3333333333333335
90145,11,21,SILVER HOOP EARRINGS WITH FLOWER,Others,1.9090909090909092
90146,3,13,FINE SILVER NECKLACE W PASTEL FLOWE,Others,4.333333333333333
90147,11,21,CHUNKY SILVER NECKLACE PASTEL FLOWE,Others,1.9090909090909092
90148,5,8,LONG SILVER NECKLACE PASTEL FLOWER,Others,1.6
90149,2,52,SILVER FLOWR PINK SHELL NECKLACE,Others,26.0
90151,4,8,SILVER/NATURAL SHELL NECKLACE,Others,2.0
90152A,3,3,SILVER/NAT SHELL NECKLACE W PENDANT,Others,1.0
90152B,1,1,BLUE/GREEN SHELL NECKLACE W PENDANT,Others,1.0
90152C,1,1,BLUE/NAT SHELL NECKLACE W PENDANT,Others,1.0
90154,5,57,LAZER CUT NECKLACE W PASTEL BEADS,Others,11.4
90155,4,6,RESIN NECKLACE W PASTEL BEADS,Others,1.5
90156,2,3,RESIN BRACELET W PASTEL BEADS,Others,1.5
90157,2,7,RIVIERA NECKLACE,Others,3.5
90158,6,14,ST TROPEZ NECKLACE,Others,2.3333333333333335
90159,2,3,COTE D'AZURE NECKLACE,Others,1.5
90160A,11,31,PURPLE BOUDICCA LARGE BRACELET,Others,2.8181818181818183
90160B,8,21,RED BOUDICCA LARGE BRACELET,Others,2.625
90160C,15,41,TURQ+RED BOUDICCA LARGE BRACELET,Others,2.7333333333333334
90160D,9,32,PINK BOUDICCA LARGE BRACELET,Others,3.5555555555555554
90161A,6,9,ANT COPPER RED BOUDICCA BRACELET,Others,1.5
90161B,10,45,ANT COPPER TURQ BOUDICCA BRACELET,Others,4.5
90161C,14,45,ANT COPPER LIME BOUDICCA BRACELET,Others,3.2142857142857144
90161D,8,31,ANT COPPER PINK BOUDICCA BRACELET,Others,3.875
90162A,1,6,ANT SILVER TURQUOISE BOUDICCA RING,Others,6.0
90162B,9,27,ANT SILVER LIME GREEN BOUDICCA RING,Others,3.0
90162C,7,14,ANT SILVER FUSCHIA BOUDICCA RING,Others,2.0
90162D,5,10,ANT SILVER PURPLE BOUDICCA RING,Others,2.0
90163A,2,4,PINK ROSEBUD & PEARL NECKLACE,Others,2.0
90163B,1,2,WHITE ROSEBUD & PEARL NECKLACE,Others,2.0
90164A,5,19,PINK ROSEBUD PEARL BRACELET,Others,3.8
90164B,6,28,WHITE  ROSEBUD PEARL BRACELET,Others,4.666666666666667
90165B,1,1,WHITE ROSEBUD  PEARL EARRINGS,Others,1.0
90166,7,14,PINK & WHITE ROSEBUD RING,Others,2.0
90167,1,10,BEADED LOVE HEART JEWELLERY SET,Others,10.0
90168,1,6,2 DAISIES HAIR COMB,Others,6.0
90169,1,6,DAISY HAIR COMB,Others,6.0
90170,6,46,DAISY HAIR BAND,Others,7.666666666666667
90173,3,16,PAIR BUTTERFLY HAIR CLIPS,Others,5.333333333333333
90174,4,16,BUTTERFLY HAIR BAND,Others,4.0
90175A,6,9,WHITE GLASS CHUNKY CHARM BRACELET,Others,1.5
90175C,5,9,BLUE GLASS CHUNKY CHARM BRACELET,Others,1.8
90175D,2,3,TIGRIS EYE CHUNKY CHARM BRACELET,Others,1.5
90176A,1,2,CLASSIC DIAMANTE NECKLACE JET,Others,2.0
90176B,1,2,DIAMANTE NECKLACE BLACK,Others,2.0
90176C,1,2,DIAMANTE NECKLACE,Others,2.0
90176D,4,7,DIAMANTE NECKLACE PURPLE,Others,1.75
90176E,2,3,DIAMANTE NECKLACE GREEN,Others,1.5
90177A,1,6,CLASSIC DIAMANTE EARRINGS JET,Others,6.0
90177B,2,7,DROP DIAMANTE EARRINGS BLACK DIAMON,Others,3.5
90177C,3,13,DROP DIAMANTE EARRINGS CRYSTAL,Others,4.333333333333333
90177D,5,17,DROP DIAMANTE EARRINGS PURPLE,Others,3.4
90177E,1,6,DROP DIAMANTE EARRINGS GREEN,Others,6.0
90178A,5,6,AMBER CHUNKY GLASS+BEAD NECKLACE,Others,1.2
90178B,1,1,PURPLE CHUNKY GLASS+BEAD NECKLACE,Others,1.0
90179A,2,3,AMBER FINE BEAD NECKLACE W TASSEL,Others,1.5
90179C,1,1,BLACK FINE BEAD NECKLACE W TASSEL,Others,1.0
90180A,5,13,BLACK+WHITE NECKLACE W TASSEL,Others,2.6
90180B,3,3,PURPLE AMETHYST NECKLACE W TASSEL,Others,1.0
90181A,1,1,AMBER GLASS/SHELL/PEARL NECKLACE,Others,1.0
90182C,1,6,BLACK 3 BEAD DROP EARRINGS,Others,6.0
90183A,5,20,AMBER DROP EARRINGS W LONG BEADS,Others,4.0
90183C,1,1,BLACK DROP EARRINGS W LONG BEADS,Others,1.0
90184A,3,8,AMBER CHUNKY BEAD BRACELET W STRAP,Others,2.6666666666666665
90184B,11,21,AMETHYST CHUNKY BEAD BRACELET W STR,Others,1.9090909090909092
90184C,6,11,BLACK CHUNKY BEAD BRACELET W STRAP,Others,1.8333333333333333
90185A,5,22,AMBER DIAMANTE EXPANDABLE RING,Others,4.4
90185B,3,13,AMETHYST DIAMANTE EXPANDABLE RING,Others,4.333333333333333
90185C,4,21,BLACK DIAMANTE EXPANDABLE RING,Others,5.25
90185D,6,32,CRYSTAL DIAMANTE EXPANDABLE RING,Others,5.333333333333333
90186A,3,5,AMETHYST HOOP EARRING FLORAL LEAF,Others,1.6666666666666667
90186B,6,12,CRYSTAL HOOP EARRING FLORAL LEAF,Others,2.0
90187B,1,4,GREEN DROP EARRINGS W BEAD CLUSTER,Others,4.0
90188,2,3,DROP EARRINGS W FLOWER & LEAF,Others,1.5
90189A,2,2,SILVER 2 STRAND NECKLACE-LEAF CHARM,Others,1.0
90190A,1,6,SILVER/CRYSTAL DROP EARRINGS W LEAF,Others,6.0
90190B,1,6,GOLD/AMBER DROP EARRINGS W LEAF,Others,6.0
90190C,4,5,SILVER/AMETHYST DROP EARRINGS LEAF,Others,1.25
90191,6,22,SILVER LARIAT 40CM,Others,3.6666666666666665
90192,8,23,JADE DROP EARRINGS W FILIGREE,Others,2.875
90194,6,12,SILVER LARIAT BLACK STONE EARRINGS,Others,2.0
90195A,5,16,PURPLE GEMSTONE BRACELET,Others,3.2
90195B,2,3,BLACK GEMSTONE BRACELET,Others,1.5
90196A,4,8,PURPLE GEMSTONE NECKLACE 45CM,Others,2.0
90196B,4,4,BLACK GEMSTONE NECKLACE 45CM,Others,1.0
90197B,1,3,BLACK GLASS BRACELET W HEART CHARMS,Others,3.0
90198A,10,34,VINTAGE ROSE BEAD BRACELET RASPBERR,Others,3.4
90198B,10,30,VINTAGE ROSE BEAD BRACELET BLACK,Others,3.0
90199A,3,8,5 STRAND GLASS NECKLACE BLACK,Others,2.6666666666666665
90199B,1,2,5 STRAND GLASS NECKLACE AMETHYST,Others,2.0
90199C,7,17,5 STRAND GLASS NECKLACE CRYSTAL,Others,2.4285714285714284
90199D,2,2,5 STRAND GLASS NECKLACE AMBER,Others,1.0
90200A,13,41,PURPLE SWEETHEART BRACELET,Others,3.1538461538461537
90200B,17,67,BLACK SWEETHEART BRACELET,Others,3.9411764705882355
90200C,4,20,BLUE SWEETHEART BRACELET,Others,5.0
90200D,18,99,PINK SWEETHEART BRACELET,Others,5.5
90200E,14,76,GREEN SWEETHEART BRACELET,Others,5.428571428571429
90201A,9,47,PURPLE ENAMEL FLOWER RING,Others,5.222222222222222
90201B,10,64,BLACK ENAMEL FLOWER RING,Others,6.4
90201C,8,52,RED ENAMEL FLOWER RING,Others,6.5
90201D,8,46,GREEN ENAMEL FLOWER RING,Others,5.75
90202A,1,6,PURPLE ENAMEL FLOWER HAIR TIE,Others,6.0
90202B,2,7,WHITE ENAMEL FLOWER HAIR TIE,Others,3.5
90202C,2,7,GREEN ENAMEL FLOWER HAIR TIE,Others,3.5
